text,label
i feel all bouncy and yay today for it,joy
i feel i can be a bit selfish myself,anger
im feeling less annoyed with him,anger
i began to feel ok,joy
i simply dont want to and it makes me so mad because i want to be able to share these things with you but i feel like were so emotionally far apart now and it makes me mad and makes me unable to go to you,anger
i think too much about how i sit how my voice sounds if i ve gotten any food on my mouth and the feeling that i need to make my way around to everyone so as not to be rude,anger
i don t feel like i m unsuccessful when i fail at reaching a goal in my freelance writing career,sadness
i did blog about some really stupid stuff in the past and i cant stop feeling so embarrassed that i speak or think in that manner but i guess since this is a new phase in my life i would like to pen some thoughts down,sadness
i feel you are being wronged i will back you,anger
i upload today i know some of you are waiting for my bareminerals video but i haven t filmed one and i m feeling kind of lousy today so i m catching up with doing laundry and taking it easy,sadness
im feeling awfully spiteful right now,anger
i guess ive been feeling agitated lately,anger
i have some vague feeling anyway that it will probably be useful to us and if not then i could turn it into something useful,joy
i am very new to blogging and i feel a little stupid writing this however if it will help me overcome my stress i will give it a go,sadness
i keep the four visual design principles contrast repetition alignment and proximity in mind i feel i will be successful in future design projects,joy
i feel invigorated and enthusiastic,joy
i begin to feel even more agitated as i realize that keith has detoured for a tourist stop in another small mountain village on the way to xela,anger
im all too familiar with as it leaves me feeling lost and off any form of solid ground,sadness
i am still feeling unhappy and upset about the big changes happened befoe but i know times will heal everything img src http s,sadness
i workout every morning before and feel fabulous for it,joy
